"","StateName","StructureNumber","ElementNumber","Year.of.Inspection","ConditionState1","ConditionState2","ConditionState3","ConditionState4","FunctionalClassOfInventoryRte","TypeOfDesignConstruction","DeckStructureType","DeckProtection","ScourCriticalBridges","Owner","KindOfMaterialDesign","ADT","ADTT","Year.Built","Skew","TypeOfWearingSurface","ScourCriticalBridges.1","NumberOfSnowfalls","NumberOfFreezeThawCycles","TotalElement"
"306508","Oregon","20333 035 07665",12,2014,12800,0,0,0,14,5,1,0,"N",1,5,22700,1816,2006,31,1,"N",3,8,12800
"306641","Oregon","20337 001 13200",12,2007,3614,0,0,0,1,1,1,0,"N",1,5,16150,3553,2006,60,1,"N",15,35,3614
"306642","Oregon","20337 001 13200",12,2009,3253,361,0,0,1,1,1,0,"N",1,5,15908,4454,2006,60,1,"N",3,33,3614
"306643","Oregon","20337 001 13200",12,2011,3253,361,0,0,1,1,1,0,"N",1,5,15908,4454,2006,30,1,"N",13,36,3614
"306698","Oregon","20340 000 00000",12,2011,4915,0,0,0,14,2,9,1,"5",4,5,18001,540,2006,0,6,"5",6,29,4915
"306699","Oregon","20340 000 00000",12,2013,4915,0,0,0,14,2,9,1,"5",4,5,18001,540,2006,0,6,"5",1,26,4915
"306726","Oregon","20344 058 02504",12,2009,7169,0,0,0,6,6,1,0,"U",1,6,3434,686,2008,0,1,"U",8,44,7169
"306727","Oregon","20344 058 02504",12,2010,5735,1434,0,0,6,6,1,0,"5",1,6,2500,475,2008,0,1,"5",14,16,7169
"306728","Oregon","20344 058 02504",12,2012,5377,1792,0,0,6,6,1,0,"5",1,6,3100,589,2008,0,1,"5",36,34,7169
"306729","Oregon","20344 058 02504",12,2014,5484,1685,0,0,6,6,1,0,"5",1,6,3100,589,2008,0,1,"5",8,16,7169
"306798","Oregon","20351 018 00025",12,2009,15668,0,0,0,7,3,1,0,"U",2,6,3030,303,2008,0,1,"U",4,18,15668
"306799","Oregon","20351 018 00025",12,2010,15668,0,0,0,7,3,1,0,"4",2,6,3030,303,2008,0,1,"4",NA,3,15668
"306800","Oregon","20351 018 00025",12,2012,15668,0,0,0,7,2,1,0,"4",2,5,3030,303,2008,0,1,"4",12,3,15668
"306801","Oregon","20351 018 00025",12,2015,15668,0,0,0,7,2,1,0,"4",2,6,3030,303,2008,0,1,"4",1,1,15668
"306836","Oregon","20352 246000648",12,2008,4084,0,0,0,8,2,1,1,"5",2,5,251,25,2007,0,6,"5",7,23,4084
"306837","Oregon","20352 246000648",12,2009,4084,0,0,0,8,2,1,1,"5",2,5,262,26,2007,0,6,"5",NA,15,4084
"306838","Oregon","20352 246000648",12,2010,4084,0,0,0,8,2,1,1,"5",2,5,262,26,2007,0,6,"5",2,8,4084
"306839","Oregon","20352 246000648",12,2012,4084,0,0,0,8,2,1,1,"5",2,5,262,26,2007,0,6,"5",11,10,4084
"306840","Oregon","20352 246000648",12,2015,3064,1020,0,0,8,2,1,1,"5",2,5,262,26,2007,0,6,"5",1,9,4084
"306880","Oregon","20354 240001658",12,2010,5490,0,0,0,2,2,1,0,"5",2,5,2020,202,2007,35,1,"5",2,8,5490
"306881","Oregon","20354 240001658",12,2012,5490,0,0,0,2,2,1,0,"5",2,5,2020,202,2007,35,1,"5",11,10,5490
"306882","Oregon","20354 240001658",12,2015,3990,1500,0,0,8,2,1,0,"5",2,5,2020,202,2007,25,1,"5",1,9,5490
"306904","Oregon","20355 000 00010",12,2014,336,0,0,0,19,1,9,0,"U",4,5,364,18,2006,0,6,"U",3,12,336
"306953","Oregon","20358  000  082",12,2011,24299,1279,0,0,7,2,1,1,"5",2,4,7957,1193,2009,0,1,"5",13,36,25578
"306954","Oregon","20358  000  082",12,2013,24299,1279,0,0,6,2,1,1,"5",2,4,7957,1193,2009,0,1,"5",8,21,25578
"306975","Oregon","20359 018 03709",12,2011,4406,1101,0,0,2,2,1,0,"N",1,5,3000,1440,2008,56,1,"N",4,15,5507
"306976","Oregon","20359 018 03709",12,2012,4406,1101,0,0,2,2,1,0,"N",1,5,2700,756,2008,56,1,"N",11,10,5507
"306977","Oregon","20359 018 03709",12,2014,4406,1101,0,0,2,2,1,0,"N",1,5,2700,756,2008,56,1,"N",2,10,5507
"306994","Oregon","20360 018 00951",12,2010,10797,0,0,0,2,2,1,0,"5",1,6,6900,1035,2008,3,1,"5",2,8,10797
"306995","Oregon","20360 018 00951",12,2011,10797,0,0,0,2,2,1,0,"5",1,6,6900,1035,2008,3,1,"5",4,15,10797
"306996","Oregon","20360 018 00951",12,2013,10797,0,0,0,2,2,1,0,"5",1,6,4900,1176,2008,24,1,"5",2,17,10797
"307018","Oregon","20363 B30400002",12,2007,11813,0,0,0,7,1,2,0,"5",2,2,412,41,2006,0,6,"5",53,117,11813
"307019","Oregon","20363 B30400002",12,2009,11813,0,0,0,7,1,2,0,"5",2,2,428,42,2006,0,6,"5",48,134,11813
"307020","Oregon","20363 B30400002",12,2011,11813,0,0,0,7,1,2,0,"5",2,5,428,42,2006,0,6,"5",56,137,11813
"307096","Oregon","20369 009 00264",12,2007,11310,0,0,0,7,2,1,0,"5",2,3,1320,92,2005,0,6,"5",15,35,11310
"307097","Oregon","20369 009 00264",12,2009,0,2262,9048,0,7,2,1,0,"5",2,3,1374,96,2005,0,6,"5",3,33,11310
"307098","Oregon","20369 009 00264",12,2011,0,0,11310,0,7,2,1,0,"5",2,3,1374,96,2005,0,6,"5",13,36,11310
"307099","Oregon","20369 009 00264",12,2013,0,0,11310,0,7,2,1,0,"5",2,3,1374,96,2005,0,6,"5",8,21,11310
"307161","Oregon","20376 001 17789",12,2012,4174,464,0,0,1,2,1,1,"5",1,6,18534,4633,2009,0,1,"5",11,10,4638
"307162","Oregon","20376 001 17789",12,2014,3720,918,0,0,1,2,1,1,"5",1,5,18534,4633,2009,0,1,"5",2,10,4638
"307175","Oregon","20377 001 18546",12,2010,4762,1191,0,0,1,1,1,0,"5",1,5,22119,5529,2008,20,0,"5",2,8,5953
"307176","Oregon","20377 001 18546",12,2012,4762,1191,0,0,1,1,1,0,"5",1,5,22119,5529,2008,20,1,"5",11,10,5953
"307177","Oregon","20377 001 18546",12,2014,3673,1140,1140,0,1,1,1,0,"5",1,5,22119,5529,2008,20,1,"5",2,10,5953
"307203","Oregon","20378 006 37218",12,2009,4290,757,0,0,1,2,1,1,"N",1,5,4898,2351,2007,15,1,"N",21,110,5047
"307204","Oregon","20378 006 37218",12,2011,4290,757,0,0,1,2,1,1,"N",1,5,4898,2351,2007,15,1,"N",14,105,5047
"307205","Oregon","20378 006 37218",12,2013,4290,757,0,0,1,2,1,1,"N",1,5,4898,2351,2007,15,1,"N",8,87,5047
"307248","Oregon","20380 858 00579",12,2010,6230,0,0,0,7,2,1,0,"5",2,2,752,75,2008,0,1,"5",71,109,6230
"307249","Oregon","20380 858 00579",12,2012,6230,0,0,0,7,2,1,0,"5",2,2,752,75,2008,0,1,"5",82,114,6230
"307250","Oregon","20380 858 00579",12,2014,6210,20,0,0,7,2,1,0,"5",2,2,752,75,2008,0,1,"5",51,91,6230
"307276","Oregon","20381 858 01153",12,2010,8750,0,0,0,7,2,1,0,"5",2,2,752,75,2007,0,0,"5",71,109,8750
"307277","Oregon","20381 858 01153",12,2012,8750,0,0,0,7,2,1,0,"5",2,2,752,75,2007,0,0,"5",82,114,8750
"307278","Oregon","20381 858 01153",12,2014,8710,40,0,0,7,2,1,0,"5",2,2,752,75,2007,0,0,"5",51,91,8750
"307304","Oregon","20382 312002405",12,2010,8050,0,0,0,7,2,1,0,"5",2,2,994,99,2007,30,0,"5",71,109,8050
"307305","Oregon","20382 312002405",12,2012,8050,0,0,0,7,2,1,0,"5",2,2,994,99,2007,30,0,"5",82,114,8050
"307306","Oregon","20382 312002405",12,2014,7690,360,0,0,7,2,1,0,"5",2,6,994,99,2007,30,0,"5",51,91,8050
"307410","Oregon","20391 025 02778",12,2010,4080,0,0,0,2,1,2,1,"5",1,5,8000,720,2008,76,1,"5",7,11,4080
"307431","Oregon","20394 018 08630",12,2010,1054,3163,0,0,2,2,1,1,"N",1,5,1017,305,2008,39,2,"N",71,109,4217
"307432","Oregon","20394 018 08630",12,2012,1054,1898,1265,0,2,2,1,1,"N",1,5,1017,305,2008,39,2,"N",82,114,4217
"307433","Oregon","20394 018 08630",12,2014,3217,1000,0,0,2,2,1,1,"N",1,5,1017,305,2008,39,1,"N",51,91,4217
"307477","Oregon","20396 001 22113",12,2010,18612,2068,0,0,1,6,1,0,"5",1,6,19746,6516,2009,37,1,"5",14,16,20680
"307478","Oregon","20396 001 22113",12,2012,8272,6204,6204,0,1,6,1,0,"5",1,6,19746,6516,2009,37,1,"5",36,34,20680
"307479","Oregon","20396 001 22113",12,2015,14680,3000,3000,0,1,6,1,0,"5",1,6,19746,6516,2009,37,1,"5",7,18,20680
"307501","Oregon","20397 001 22113",12,2009,20680,0,0,0,1,5,1,0,"U",1,4,19746,6516,2008,37,1,"U",8,44,20680
"307502","Oregon","20397 001 22113",12,2010,20680,0,0,0,1,6,1,0,"5",1,6,19746,6516,2009,37,1,"5",14,16,20680
"307503","Oregon","20397 001 22113",12,2012,20680,0,0,0,1,6,1,0,"5",1,6,19746,6516,2009,37,1,"5",36,34,20680
"307504","Oregon","20397 001 22113",12,2015,20680,0,0,0,1,6,1,0,"5",1,6,19746,6516,2009,37,1,"5",7,18,20680
"307556","Oregon","20399 058 02338",12,2009,7467,0,0,0,6,6,1,0,"5",1,6,3434,686,2007,0,1,"5",8,44,7467
"307557","Oregon","20399 058 02338",12,2010,5974,1493,0,0,6,6,1,0,"5",1,6,2500,475,2007,0,1,"5",14,16,7467
"307558","Oregon","20399 058 02338",12,2012,5600,1867,0,0,6,6,1,0,"5",1,6,3100,589,2007,0,1,"5",36,34,7467
"307559","Oregon","20399 058 02338",12,2014,5717,1750,0,0,6,6,1,0,"5",1,6,3100,589,2007,0,1,"5",8,16,7467
"307609","Oregon","20401 009 12084",12,2011,29315,0,0,0,2,2,1,0,"U",1,6,11200,1008,2009,0,0,"U",1,2,29315
"307610","Oregon","20401 009 12084",12,2013,26383,2932,0,0,2,2,1,3,"U",1,6,11100,999,2011,0,1,"U",1,9,29315
"307625","Oregon","20406 009 Z4752",12,2009,3459,0,0,0,2,2,1,3,"U",1,5,4646,325,2008,19,1,"U",2,8,3459
"307626","Oregon","20406 009 Z4752",12,2011,3459,0,0,0,2,2,1,3,"U",1,5,4400,264,2008,19,1,"U",9,7,3459
"307627","Oregon","20406 009 Z4752",12,2013,3459,0,0,0,2,2,1,3,"U",1,5,4100,287,2008,19,1,"U",1,9,3459
"307653","Oregon","20408 028 00060",12,2011,5273,0,0,0,16,1,2,1,"U",2,5,11198,1119,2006,20,6,"U",38,37,5273
"307654","Oregon","20408 028 00060",12,2013,5273,0,0,0,16,1,9,1,"U",2,5,11198,1119,2006,20,6,"U",19,23,5273
"307669","Oregon","2.04E+14",12,2007,0,3900,0,0,7,2,1,0,"U",2,3,456,114,2005,0,1,"U",15,35,3900
"307670","Oregon","2.04E+14",12,2009,0,3900,0,0,7,2,1,0,"U",2,3,475,118,2005,0,1,"U",3,33,3900
"307671","Oregon","2.04E+14",12,2011,0,3900,0,0,7,2,1,0,"U",2,3,475,118,2005,35,1,"U",13,36,3900
"307672","Oregon","2.04E+14",12,2013,0,3900,0,0,8,2,1,0,"U",2,3,475,118,2005,35,1,"U",8,21,3900
"307702","Oregon","20413 001 18049",12,2007,2700,0,0,0,1,1,1,0,"5",1,5,18850,3958,2007,0,1,"5",2,16,2700
"307703","Oregon","20413 001 18049",12,2008,2700,0,0,0,1,1,1,0,"5",1,5,18350,4587,2007,0,1,"5",7,23,2700
"307704","Oregon","20413 001 18049",12,2010,2700,0,0,0,1,1,1,0,"5",1,5,18534,4633,2007,0,1,"5",2,8,2700
"307705","Oregon","20413 001 18049",12,2012,2700,0,0,0,1,1,1,0,"5",1,5,18534,4633,2007,0,1,"5",11,10,2700
"307735","Oregon","20414 003 0092",12,2014,4331,0,0,0,8,4,NA,0,"5",2,5,200,12,2013,0,6,"5",13,21,4331
"307781","Oregon","20416 004 11933",12,2008,9704,0,0,0,14,2,1,1,"N",4,5,1970,19,2008,78,1,"N",30,134,9704
"307782","Oregon","20416 004 11933",12,2010,9704,0,0,0,14,2,1,1,"N",1,5,1990,19,2008,78,1,"N",28,114,9704
"307783","Oregon","20416 004 11933",12,2012,9704,0,0,0,14,2,1,1,"N",1,5,1990,19,2008,78,1,"N",22,123,9704
"307784","Oregon","20416 004 11933",12,2014,8204,1000,500,0,14,2,1,1,"N",1,5,1990,19,2008,78,1,"N",21,89,9704
"307841","Oregon","20418 001 28225",12,2008,4794,846,0,0,1,2,1,0,"N",1,5,44050,9250,2007,54,1,"N",27,37,5640
"307842","Oregon","20418 001 28225",12,2010,4794,846,0,0,1,2,1,0,"N",1,5,44490,9342,2007,54,1,"N",18,23,5640
"307843","Oregon","20418 001 28225",12,2012,4794,846,0,0,1,2,1,0,"N",1,5,44490,9342,2007,54,1,"N",49,29,5640
"307844","Oregon","20418 001 28225",12,2014,5080,560,0,0,1,2,1,0,"N",1,5,44490,9342,2007,54,1,"N",13,21,5640
"307869","Oregon","20419 001 28228",12,2008,6773,753,0,0,1,2,1,0,"N",1,5,44050,9250,2007,54,1,"N",27,37,7526
"307870","Oregon","20419 001 28228",12,2010,6774,376,376,0,1,2,1,0,"N",1,5,44490,9342,2007,54,1,"N",18,23,7526
"307871","Oregon","20419 001 28228",12,2012,6774,376,376,0,1,2,1,0,"N",1,5,44490,9342,2007,54,1,"N",49,29,7526
"307872","Oregon","20419 001 28228",12,2014,6716,810,0,0,1,2,1,0,"N",1,5,44490,9342,2007,54,1,"N",13,21,7526
"307954","Oregon","20422 001 11774",12,2007,8775,0,0,0,1,2,1,0,"5",1,6,14700,3528,2006,30,1,"5",15,35,8775
"307955","Oregon","20422 001 11774",12,2009,6142,2194,439,0,1,2,1,0,"5",1,6,15049,3611,2006,30,1,"5",3,33,8775
"307956","Oregon","20422 001 11774",12,2011,8775,0,0,0,1,2,1,0,"5",1,6,15049,3611,2006,30,1,"5",13,36,8775
"307957","Oregon","20422 001 11774",12,2013,8775,0,0,0,11,2,1,0,"5",1,6,15049,3611,2006,30,1,"5",8,21,8775
"307958","Oregon","20422 001 11774",12,2015,7896,879,0,0,11,2,1,0,"5",1,6,15049,3611,2006,30,1,"5",13,18,8775
"308636","Oregon","20475 402 01396",12,2010,17600,0,0,0,7,2,1,1,"5",1,5,200,14,2008,0,1,"5",19,111,17600
"308637","Oregon","20475 402 01396",12,2012,17600,0,0,0,7,2,1,1,"5",1,5,210,60,2008,0,1,"5",18,116,17600
"308638","Oregon","20475 402 01396",12,2014,17600,0,0,0,7,2,1,1,"5",1,5,210,60,2008,0,1,"5",25,74,17600
"308694","Oregon","20478 927 00180",12,2007,3173,0,0,0,7,2,2,1,"U",2,5,1331,133,2006,30,6,"U",13,56,3173
"308695","Oregon","20478 927 00180",12,2011,3173,0,0,0,7,4,2,1,"U",2,5,1426,142,2006,30,6,"U",9,54,3173
"308715","Oregon","20479 927 00303",12,2007,4276,0,0,0,7,5,2,1,"U",2,5,1331,133,2006,30,6,"U",13,56,4276
"308716","Oregon","20479 927 00303",12,2011,4276,0,0,0,7,4,2,1,"U",2,5,1426,142,2006,30,6,"U",9,54,4276
"308737","Oregon","20481 927 00505",12,2007,2666,0,0,0,7,2,2,1,"U",2,5,303,30,2006,25,6,"U",13,56,2666
"308738","Oregon","20481 927 00505",12,2011,2666,0,0,0,7,4,2,1,"U",2,5,324,32,2006,25,6,"U",9,54,2666
"308760","Oregon","20482 006 34291",12,2010,42450,0,0,0,1,5,1,1,"N",1,6,8100,4536,2009,35,1,"N",30,105,42450
"308761","Oregon","20482 006 34291",12,2011,36083,4245,2122,0,1,5,1,1,"N",1,6,8100,4536,2009,35,1,"N",22,128,42450
"308762","Oregon","20482 006 34291",12,2013,36082,4245,2123,0,1,5,1,1,"N",1,6,8400,4620,2009,35,1,"N",13,96,42450
"308790","Oregon","20484 006C34059",12,2009,3297,0,0,0,1,2,1,1,"4",1,5,53,15,2008,10,1,"4",26,119,3297
"308791","Oregon","20484 006C34059",12,2011,3297,0,0,0,1,2,1,1,"4",1,5,53,15,2008,10,1,"4",22,128,3297
"308792","Oregon","20484 006C34059",12,2013,3297,0,0,0,1,2,1,1,"4",1,5,60,27,2008,10,1,"4",13,96,3297
"308901","Oregon","20502 0001 3881",12,2011,11357,0,0,0,7,2,1,1,"5",2,4,424,63,2009,0,1,"5",13,36,11357
"308902","Oregon","20502 0001 3881",12,2013,11357,0,0,0,7,2,1,1,"5",2,4,424,63,2009,0,1,"5",8,21,11357
"308967","Oregon","20531   21  503",12,2009,16312,0,1812,0,7,2,1,1,"U",2,4,3808,266,2008,0,1,"U",3,33,18124
"308968","Oregon","20531   21  503",12,2011,16312,0,1812,0,7,2,1,1,"U",2,4,3808,266,2008,0,1,"U",13,36,18124
"308969","Oregon","20531   21  503",12,2013,16312,0,1812,0,7,2,1,1,"3",2,4,3808,266,2008,0,1,"3",8,21,18124
"308999","Oregon","20532 000 00000",12,2011,16206,0,0,0,6,2,1,1,"5",2,5,18945,947,2009,25,1,"5",38,37,16206
"309000","Oregon","20532 000 00000",12,2013,16206,0,0,0,16,2,1,1,"5",2,5,18945,947,2009,25,1,"5",19,23,16206
"309013","Oregon","20549 001 06145",12,2012,7910,416,0,0,1,5,1,1,"U",1,5,22321,5803,2008,82,1,"U",10,28,8326
"309014","Oregon","20549 001 06145",12,2014,3910,4416,0,0,1,5,1,1,"5",1,5,22321,5803,2008,82,1,"5",NA,14,8326
"309035","Oregon","20550 001 06145",12,2012,7910,416,0,0,1,5,1,1,"U",1,5,22321,5803,2008,82,1,"U",10,28,8326
"309036","Oregon","20550 001 06145",12,2014,3910,4416,0,0,1,5,1,1,"5",1,5,22321,5803,2008,82,1,"5",NA,14,8326
"309079","Oregon","20552 004 15130",12,2011,2860,0,0,0,2,1,9,1,"N",1,5,8250,330,2009,0,2,"N",16,127,2860
"309080","Oregon","20552 004 15130",12,2013,2860,0,0,0,2,1,9,1,"N",1,5,8250,330,2009,0,2,"N",7,118,2860
"309094","Oregon","20556 000 00759",12,2010,12950,0,0,0,7,2,1,0,"U",2,5,1179,176,2009,38,1,"U",NA,1,12950
"309095","Oregon","20556 000 00759",12,2012,12950,0,0,0,7,2,1,0,"5",2,5,1179,176,2009,38,1,"5",3,NA,12950
"309096","Oregon","20556 000 00759",12,2015,12945,5,0,0,7,2,1,0,"5",2,5,1179,176,2009,38,1,"5",NA,NA,12950
"309146","Oregon","20558 000 00000",12,2011,18477,0,0,0,14,4,2,1,"5",2,6,2020,202,2008,76,6,"5",9,54,18477
"309147","Oregon","20558 000 00000",12,2013,18477,0,0,0,19,4,2,1,"5",2,6,2020,202,2008,76,6,"5",6,40,18477
"309230","Oregon","20571 001C12922",12,2013,16853,1872,0,0,17,2,1,0,"N",1,5,2800,868,2008,0,1,"N",8,21,18725
"309231","Oregon","20571 001C12922",12,2015,18119,606,0,0,17,2,1,0,"N",1,5,2800,868,2008,0,1,"N",13,18,18725
"309244","Oregon","20582 045 03639",12,2010,12936,7762,5175,0,2,2,1,0,"U",1,6,4200,1176,2008,27,1,"U",7,13,25873
"309245","Oregon","20582 045 03639",12,2012,25873,0,0,0,2,2,1,0,"U",1,6,3200,832,2008,27,1,"U",19,24,25873
"309246","Oregon","20582 045 03639",12,2015,15440,10433,0,0,2,2,1,0,"U",1,6,3200,832,2008,27,1,"U",13,18,25873
"309467","Oregon","20596 206500000",12,2014,1739,31,0,0,19,1,2,0,"5",4,5,2679,133,2007,26,6,"5",4,12,1770
"309682","Oregon","20613 000 00000",12,2007,10080,0,0,0,16,5,1,1,"5",4,6,14003,1400,2006,0,1,"5",13,114,10080
"309683","Oregon","20613 000 00000",12,2009,10080,0,0,0,16,5,1,1,"5",4,6,14567,1456,2006,0,1,"5",17,129,10080
"309684","Oregon","20613 000 00000",12,2011,10080,0,0,0,16,5,1,1,"5",4,6,14567,1456,2006,0,1,"5",16,127,10080
"309685","Oregon","20613 000 00000",12,2013,10080,0,0,0,16,5,1,1,"5",4,6,14567,1456,2006,0,1,"5",7,118,10080
"309817","Oregon","20620 028 00778",12,2014,560,570,0,0,6,1,9,1,"8",2,5,6070,182,2006,10,6,"8",3,16,1130
"309836","Oregon","20621 003 00707",12,2008,4387,0,0,0,6,5,2,0,"8",2,5,2440,73,2006,30,6,"8",10,20,4387
"309837","Oregon","20621 003 00707",12,2010,4387,0,0,0,6,5,2,1,"8",2,5,2538,76,2006,30,6,"8",1,8,4387
"309838","Oregon","20621 003 00707",12,2012,4387,0,0,0,6,5,2,1,"8",2,5,2538,76,2006,30,6,"8",12,11,4387
"309861","Oregon","20623 270001305",12,2009,4737,0,0,0,9,2,1,1,"5",2,5,667,66,2008,0,1,"5",NA,15,4737
"309862","Oregon","20623 270001305",12,2010,4737,0,0,0,9,2,1,1,"5",2,5,667,66,2008,0,1,"5",2,8,4737
"309863","Oregon","20623 270001305",12,2012,4737,0,0,0,9,2,1,1,"5",2,5,667,66,2008,0,1,"5",11,10,4737
"309864","Oregon","20623 270001305",12,2015,4607,130,0,0,8,2,1,1,"5",2,5,667,66,2008,0,1,"5",1,9,4737
"309896","Oregon","20624 132900019",12,2012,14114,0,0,0,6,2,1,0,"U",2,5,3850,770,2007,30,0,"U",11,3,14114
"309897","Oregon","20624 132900019",12,2015,14094,20,0,0,6,2,1,0,"5",2,6,3850,770,2007,30,1,"5",1,6,14114
"309912","Oregon","20625 664 00003",12,2008,3480,0,0,0,9,2,1,0,"U",2,5,84,12,2006,0,0,"U",8,9,3480
"309913","Oregon","20625 664 00003",12,2009,3480,0,0,0,9,2,1,0,"U",2,5,88,13,2006,0,0,"U",2,8,3480
"309914","Oregon","20625 664 00003",12,2011,3480,0,0,0,9,2,1,1,"U",2,5,84,12,2006,0,1,"U",9,7,3480
"309915","Oregon","20625 664 00003",12,2013,3480,0,0,0,9,2,1,1,"5",2,5,84,12,2006,0,1,"5",1,9,3480
"310076","Oregon","20634 004500240",12,2007,736,0,0,0,7,5,2,0,"U",2,5,729,72,2005,14,6,"U",NA,7,736
"310077","Oregon","20634 004500240",12,2008,736,0,0,0,7,5,2,0,"U",2,5,751,75,2005,14,6,"U",NA,10,736
"310155","Oregon","20637 363500075",12,2008,640,0,0,0,9,1,2,0,"U",2,1,144,14,2006,0,0,"U",NA,10,640
"310156","Oregon","20637 363500075",12,2010,640,0,0,0,9,1,9,0,"U",2,5,145,14,2006,0,6,"U",NA,4,640
"310177","Oregon","20638 004500350",12,2007,576,0,0,0,7,2,1,1,"U",2,3,729,72,2005,14,6,"U",NA,7,576
"310178","Oregon","20638 004500350",12,2008,576,0,0,0,7,2,1,1,"U",2,3,751,75,2005,14,6,"U",NA,10,576
"310179","Oregon","20638 004500350",12,2010,576,0,0,0,7,2,1,1,"U",2,3,782,78,2005,14,6,"U",NA,4,576
"310180","Oregon","20638 004500350",12,2012,576,0,0,0,9,2,1,1,"U",2,3,782,78,2005,14,6,"U",1,4,576
"310181","Oregon","20638 004500350",12,2015,576,0,0,0,9,2,1,1,"U",2,3,782,78,2005,14,6,"U",NA,2,576
"310208","Oregon","20639 000 00060",12,2014,1573,0,0,0,16,1,9,1,"5",4,5,8843,442,2008,15,6,"5",3,16,1573
"310242","Oregon","20641 001 17162",12,2012,5896,2948,983,0,1,2,1,0,"5",1,6,11968,4428,2008,17,1,"5",11,10,9827
"310243","Oregon","20641 001 17162",12,2014,8680,997,150,0,1,2,1,0,"5",1,6,11968,4428,2008,17,1,"5",2,10,9827
"310256","Oregon","20642 001 17162",12,2012,7862,1965,0,0,1,2,1,0,"5",1,6,11968,4428,2008,17,1,"5",11,10,9827
"310257","Oregon","20642 001 17162",12,2014,9827,0,0,0,1,2,1,0,"5",1,6,11968,4428,2008,17,1,"5",2,10,9827
"310270","Oregon","20643 001 17156",12,2012,5253,2626,876,0,1,2,1,0,"N",1,6,11968,4428,2008,26,1,"N",11,10,8755
"310271","Oregon","20643 001 17156",12,2014,8112,443,200,0,1,2,1,0,"N",1,6,11968,4428,2008,26,1,"N",2,10,8755
"310284","Oregon","20644 001 17156",12,2012,7879,876,0,0,1,2,1,0,"N",1,6,11968,4428,2008,26,1,"N",11,10,8755
"310285","Oregon","20644 001 17156",12,2014,8755,0,0,0,1,2,1,0,"N",1,6,11968,4428,2008,26,1,"N",2,10,8755
"310298","Oregon","20645 001 16958",12,2012,3439,0,0,0,1,2,1,0,"5",1,5,11968,4428,2008,30,1,"5",11,10,3439
"310299","Oregon","20645 001 16958",12,2014,3439,0,0,0,1,2,1,0,"5",1,5,11968,4428,2008,30,1,"5",2,10,3439
"310308","Oregon","20649 041 01940",12,2009,3712,0,0,0,14,1,1,1,"5",1,5,12221,977,2008,0,1,"5",19,118,3712
"310309","Oregon","20649 041 01940",12,2011,3341,371,0,0,14,1,1,1,"5",1,5,11100,1887,2008,0,1,"5",12,126,3712
"310310","Oregon","20649 041 01940",12,2013,2228,742,742,0,14,1,1,1,"5",1,5,10000,1700,2008,0,1,"5",8,114,3712
"310311","Oregon","20649 041 01940",12,2015,2228,1484,0,0,14,1,1,1,"5",1,5,10000,1700,2008,0,1,"5",13,69,3712
"310335","Oregon","20650 220 00039",12,2011,4680,0,0,0,17,1,1,1,"5",4,5,7885,788,2005,0,3,"5",38,37,4680
"310336","Oregon","20650 220 00039",12,2013,4680,0,0,0,17,1,1,1,"5",4,5,7885,788,2005,0,3,"5",19,23,4680
"310365","Oregon","20651 001 00000",12,2013,22171,2464,0,0,14,2,1,0,"N",1,4,8500,1105,2008,0,1,"N",NA,11,24635
"310366","Oregon","20651 001 00000",12,2015,22216,2419,0,0,14,2,1,0,"N",1,4,8500,1105,2008,0,1,"N",NA,4,24635
"310396","Oregon","20653 306900485",12,2011,3960,0,0,0,6,2,2,0,"U",2,5,620,186,2007,0,6,"U",7,29,3960
"310456","Oregon","20665001XC25178",12,2012,3726,0,0,0,11,2,1,0,"N",1,5,1400,280,2010,19,1,"N",12,11,3726
"310457","Oregon","20665001XC25178",12,2014,3721,5,0,0,11,2,1,0,"N",1,5,1400,280,2010,19,1,"N",3,16,3726
"310468","Oregon","20666 160 01081",12,2012,9248,2312,0,0,6,4,1,0,"U",1,2,14100,846,2009,0,0,"U",49,29,11560
"310469","Oregon","20666 160 01081",12,2013,9248,2312,0,0,6,2,1,0,"8",1,5,14100,846,2009,0,1,"8",19,23,11560
"310512","Oregon","20669 000 00000",12,2008,5387,5387,16162,0,16,2,1,0,"5",4,3,4414,220,2005,43,1,"5",30,134,26936
"310513","Oregon","20669 000 00000",12,2010,5387,5387,16162,0,16,2,1,0,"5",4,3,4458,222,2005,52,1,"5",28,114,26936
"310514","Oregon","20669 000 00000",12,2012,5387,5387,16162,0,16,2,1,0,"5",4,3,4458,222,2005,52,1,"5",22,123,26936
"310515","Oregon","20669 000 00000",12,2014,0,21336,5600,0,16,2,1,0,"5",4,3,4458,222,2005,52,1,"5",21,89,26936
"310552","Oregon","20672 000 00000",12,2007,41473,0,0,0,17,1,1,0,"U",4,5,1724,34,2006,0,1,"U",13,114,41473
"310553","Oregon","20672 000 00000",12,2009,0,41473,0,0,17,11,1,0,"N",4,1,1818,36,2006,0,1,"N",17,129,41473
"310554","Oregon","20672 000 00000",12,2011,0,41473,0,0,17,11,1,0,"N",4,1,1818,36,2006,0,1,"N",16,127,41473
"310555","Oregon","20672 000 00000",12,2013,0,41473,0,0,16,11,1,0,"N",4,1,1818,36,2006,0,1,"N",7,118,41473
"310585","Oregon","20673 001 01034",12,2012,7583,17,0,0,1,5,1,1,"N",1,5,14900,5513,2008,25,1,"N",17,49,7600
